Open Time,Open,High,Low,Close,Volume,Close Time,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,zero
1663380000000,20001.05000000,20016.16000000,19866.29000000,19909.33000000,7441.17002000,1663383599999,148264779.18128090,151524,3524.15610000,70221640.42116060,0
1663383600000,19910.07000000,19926.01000000,19875.27000000,19884.93000000,4997.87743000,1663387199999,99444243.48521660,113500,2475.77367000,49261688.00148020,0
1663387200000,19884.50000000,19988.89000000,19876.42000000,19936.55000000,6066.88673000,1663390799999,120941874.21130530,138359,3072.70713000,61255592.44146810,0
1663390800000,19935.29000000,19937.52000000,19819.00000000,19860.26000000,7755.87751000,1663394399999,154033624.06404610,158928,3771.08318000,74895056.23931090,0
1663394400000,19860.26000000,19879.00000000,19785.49000000,19839.70000000,6228.61897000,1663397999999,123559111.13934450,131777,3010.33813000,59723342.77408140,0
1663398000000,19840.72000000,19863.45000000,19795.55000000,19842.09000000,6502.46975000,1663401599999,128962697.63881990,132324,3356.99847000,66580917.99805400,0
1663401600000,19842.22000000,19894.70000000,19841.64000000,19877.69000000,6377.84024000,1663405199999,126756778.52495490,132890,3053.91814000,60696598.22493100,0
1663405200000,19877.69000000,19916.61000000,19860.57000000,19876.42000000,6198.27728000,1663408799999,123228779.57413950,135423,3058.07085000,60799793.81207540,0
1663408800000,19875.59000000,19902.86000000,19811.58000000,19863.67000000,8114.45310000,1663412399999,161163300.27537220,172714,3945.89152000,78372467.98046760,0
1663412400000,19864.44000000,19873.17000000,19806.64000000,19810.22000000,6699.03346000,1663415999999,132950022.78660320,144485,3192.00470000,63352443.08508890,0
1663416000000,19810.22000000,19876.69000000,19748.08000000,19858.42000000,8920.97043000,1663419599999,176845618.44230270,178221,4498.83955000,89189746.28758630,0
1663419600000,19858.42000000,19907.99000000,19844.06000000,19899.30000000,6232.15414000,1663423199999,123865307.47191290,150233,3183.69945000,63278752.24404290,0
1663423200000,19899.30000000,19957.46000000,19872.33000000,19922.89000000,8402.77467000,1663426799999,167369577.29799090,197945,4176.65025000,83193450.21117180,0
1663426800000,19922.89000000,20037.99000000,19879.17000000,19963.34000000,7891.26018000,1663430399999,157402903.76457130,175598,3971.99881000,79226298.51837830,0
1663430400000,19963.34000000,20189.00000000,19935.08000000,20126.95000000,15801.25910000,1663433999999,317444056.83930030,307419,8045.43603000,161634456.32524820,0
1663434000000,20126.95000000,20182.73000000,20040.15000000,20079.74000000,8550.18345000,1663437599999,171883789.53019430,193897,4275.98065000,85957257.02017430,0
1663437600000,20080.78000000,20101.94000000,20021.52000000,20068.08000000,5897.23789000,1663441199999,118367085.50950180,140914,2911.55649000,58441207.22968020,0
1663441200000,20068.07000000,20077.37000000,19979.43000000,20009.21000000,6403.36630000,1663444799999,128149749.35501170,142669,3144.26077000,62926072.14817930,0
1663444800000,20009.27000000,20088.71000000,19982.90000000,20077.99000000,5303.84408000,1663448399999,106258040.53645050,126161,2687.78161000,53847502.44202050,0
1663448400000,20077.99000000,20092.64000000,19940.00000000,20034.83000000,4600.43710000,1663451999999,92142103.63104480,125255,2162.09869000,43305473.56436270,0
1663452000000,20034.83000000,20139.33000000,20022.20000000,20126.21000000,6713.16957000,1663455599999,134911976.19842290,163711,3527.10660000,70884051.49213080,0
1663455600000,20126.21000000,20145.76000000,20091.20000000,20113.62000000,6506.04238000,1663459199999,130901973.79867300,134865,3380.40470000,68015673.46501550,0
1663459200000,20112.61000000,20117.26000000,19949.95000000,19982.96000000,9901.50950000,1663462799999,198076106.78415960,187183,4599.44660000,92014790.27881750,0
1663462800000,19984.06000000,20055.87000000,19971.75000000,19996.25000000,7060.06750000,1663466399999,141310785.89042550,138976,3441.68921000,68889613.92586710,0
1663466400000,19997.30000000,20047.31000000,19995.00000000,20032.41000000,5123.25892000,1663469999999,102585618.88956210,114086,2545.27890000,50966303.49927500,0
1663470000000,20032.92000000,20038.65000000,19951.00000000,20000.33000000,6559.30453000,1663473599999,131167851.20931310,123732,3094.90985000,61891688.36311290,0
1663473600000,20000.33000000,20033.37000000,19953.58000000,20010.57000000,5760.80635000,1663477199999,115248020.55347700,109861,3024.81517000,60514687.51008350,0
1663477200000,20010.57000000,20085.14000000,19995.96000000,20071.80000000,4748.91706000,1663480799999,95174095.95399160,105193,2431.47328000,48730777.01756260,0
1663480800000,20071.80000000,20098.00000000,20029.88000000,20038.55000000,5746.91721000,1663484399999,115287068.89861250,122304,2836.54776000,56905436.16284920,0
1663484400000,20039.62000000,20089.73000000,20034.06000000,20053.17000000,6562.76015000,1663487999999,131679311.11757620,134551,3121.70866000,62638344.72127190,0
1663488000000,20052.57000000,20102.16000000,20022.13000000,20053.75000000,6343.77209000,1663491599999,127274263.28264750,132481,3172.91061000,63660809.85664880,0
1663491600000,20054.11000000,20076.30000000,19800.00000000,19833.34000000,12459.62937000,1663495199999,248541305.97429940,218599,5781.38794000,115331303.95683900,0
